smiles,logS0,random,diversity
O=c1[nH]c2[nH]c(=O)[nH]c(=O)c2[nH]1,-3.402,0,1
O=c1[nH]c2nc[nH]c2c(=O)[nH]1,-2.483,0,1
O=c1cc[nH]c(=O)[nH]1,-1.493,0,1
O=c1cc[nH]cc1,1.02,0,1
O=c1cc[nH]cn1,0.59,0,1
O=c1ccc2ccccc2[nH]1,-2.14,0,1
O=c1ccc2ccccc2o1,-1.89,0,1
O=c1cccc[nH]1,1.02,0,1
O=c1cnc2cncnc2[nH]1,-2.124,0,0
O=c1cnc2ncncc2[nH]1,-2.714,0,1
O=c1nc2nccnc2c[nH]1,-1.947,0,1
O=c1nc[nH]c2n[nH]cc12,-2.453,1,2
O=c1nc[nH]c2nc[nH]c12,-2.28,0,1
O=c1nc[nH]c2nccnc12,-1.471,0,0
OC(=O)CCC(=O)c1ccc(cc1)-c1ccccc1,-5.2455,0,1
OC(=O)Cc1ccc(OCC=C)c(Cl)c1,-3.125,1,2
OC(=O)Cc1ccccc1Nc1c(Cl)cccc1Cl,-5.398,0,1
OC(=O)Cc1ccccc1Oc1ccc(Cl)cc1Cl,-3.854,1,2
OC(=O)[C@@H]1CCCN1,1.149,0,1
OC(=O)c1cc(Br)c(O)cc1O,-2.62,0,1
OC(=O)c1cc(ccc1O)-c1ccc(F)cc1F,-4.72275,0,1
OC(=O)c1cc(ccc1O)\N=N\c1ccc(cc1)S(=O)(=O)Nc1ccccn1,-6.137,0,1
OC(=O)c1ccc(O)cc1,-1.464,0,0
OC(=O)c1ccc2ccccc2c1,-3.8,0,1
OC(=O)c1cccc2ccccc12,-3.774,0,0
OC(=O)c1ccccc1,-1.58,0,0
OC(=O)c1ccccc1C(O)=O,-1.50975,0,1
OC(=O)c1ccccc1Nc1cccc(c1)C(F)(F)F,-5.33,0,0
OC(=O)c1ccccc1O,-1.931,0,0
OC(=O)c1cccnc1,-0.85,1,2
OC(=O)c1cccnc1Nc1cccc(c1)C(F)(F)F,-4.585,0,1
OC(=O)c1cn(-c2ccc(F)cc2)c2cc(N3CCNCC3)c(F)cc2c1=O,-3.131,0,1
OC(=O)c1cn(C2CC2)c2cc(N3CCNCC3)c(F)cc2c1=O,-3.742,0,0
OC(CCl)CCl,-0.11,1,2
OC(Cn1cncn1)(Cn1cncn1)c1ccc(F)cc1F,-1.8,0,1
OC(c1ccccc1)c1ccccc1,-2.55,0,0
OC1(CCN(CCCC(=O)c2ccc(F)cc2)CC1)c1ccc(Cl)cc1,-4.3645,0,1
OC1CCCCC1,-0.44,0,0
OC1CCCCCC1,-0.88,1,2
OC1CCCCCCC1,-1.29,0,1
OCC(O)CO,1.12,1,2
OCCCc1ccccc1,-1.38,0,1
OCCN(CCO)c1ccccc1,-0.73,0,1
OCCN(CCO)c1nc(N2CCCCC2)c2nc(nc(N3CCCCC3)c2n1)N(CCO)CCO,-5.332,0,1
OCCN1CCN(CCCN2c3ccccc3Sc3ccc(Cl)cc23)CC1,-4.3875,0,1
OCCN1CCN(CC\C=C2/c3ccccc3Sc3ccc(cc23)C(F)(F)F)CC1,-4.0185,1,2
OCCOc1ccccc1,-0.703333333,0,1
OCCc1ccccc1,-0.74,0,0
OC[C@@H](NC(=O)C(Cl)Cl)[C@H](O)c1ccc(cc1)[N+]([O-])=O,-2.111,0,1
OC[C@@H](O)[C@@H](O)[C@H](O)C(=O)CO,0.64,1,2
OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C=O,0.74,0,1
OC[C@@H](O)[C@@H](O)[C@H](O)[C@H](O)CO,0.05845,1,2
OC[C@@H](O)[C@H]1O[C@@H]2O[C@@H](O[C@@H]2[C@H]1O)C(Cl)(Cl)Cl,-1.84,0,1
OC[C@@H]1CC[C@@H](O1)n1cnc2c1[nH]cnc2=O,-0.937,0,1
OC[C@H](O)COC(=O)c1ccccc1Nc1ccnc2cc(Cl)ccc12,-4.571,0,1
OC[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO,1.148,0,1
OC[C@H](O)[C@H](O)CO,0.7,0,1
OC[C@H](O)[C@H]1OC(=O)C(O)=C1O,0.277,1,2
OC[C@H]1O[C@@H](OC[C@H]2O[C@@H](O[C@H](C#N)c3ccccc3)[C@H](O)[C@@H](O)[C@@H]2O)[C@H](O)[C@@H](O)[C@@H]1O,-0.77,0,1
OC[C@H]1O[C@@H](Oc2ccccc2CO)[C@H](O)[C@@H](O)[C@@H]1O,-0.85,0,1
OC[C@H]1O[C@H](O)[C@H](O)[C@@H](O)[C@@H]1O,0.74,0,1
OC[C@H]1O[C@H]([C@H](O)[C@@H]1O)n1cnc2c1[nH]cnc2=O,-1.23,1,2
OC[C@]1(O)OC[C@@H](O)[C@@H](O)[C@@H]1O,0.64,0,1
OCc1c(Cl)cccc1Cl,-2.1,1,2
OCc1ccccc1,-0.4,0,0
OCc1ccccc1O,-0.29,0,0
O[C@@H](C(=O)c1ccccc1)c1ccccc1,-2.85,0,1
O[C@@H]([C@@H](O)c1ccccc1)c1ccccc1,-1.93,0,1
O[C@@H]1CCOC1,1.05,0,1
O[C@@H]1CO[C@H](O)[C@@H](O)[C@@H]1O,0.39,0,1
O[C@@H]1C[C@@H](O)[C@H](O)C(O)[C@H]1O,-0.17,0,1
O[C@@H]1N=C(c2ccccc2)c2cc(Cl)ccc2NC1=O,-3.952,0,0
O[C@@H]1N=C(c2ccccc2Cl)c2cc(Cl)ccc2NC1=O,-3.604,0,1
O[C@@](CCN1CCCC1)(C1CCCCC1)c1ccccc1,-4.7,0,0
O[C@@](CCN1CCCCC1)(C1CCCCC1)c1ccccc1,-5.2,0,1
O[C@H](Cc1ccccc1)c1ccccc1,-2.52,0,1
O[C@H]1CO[C@H](O)[C@H](O)[C@H]1O,0.39,0,0
Oc1ccc(Cl)cc1,-0.7,0,1
Oc1ccc(I)cc1,-1.714,0,1
Oc1ccc(O)cc1,-0.1695,0,1
Oc1ccc(cc1)C1(OC(=O)c2ccccc12)c1ccc(O)cc1,-2.9,1,2
Oc1ccc2CCCCc2c1,-1.99,0,1
Oc1ccc2C[C@H]3N(CC=C)CC[C@@]45[C@@H](Oc1c24)C(=O)CC[C@@]35O,-2.898,1,2
Oc1ccc2ccccc2c1,-2.159,0,0
Oc1cccc(Cl)c1,-0.7,0,1
Oc1cccc(O)c1,0.81,0,1
Oc1cccc2C(=O)c3cccc(O)c3C(=O)c12,-5.187,0,1
Oc1cccc2ccccc12,-1.9715,0,1
Oc1ccccc1,-0.00835,0,1
Oc1ccccc1C=O,-0.86,1,2
Oc1ccccc1O,0.62,1,2
S=C1NCCN1,-0.71,0,1
S=c1cnc2cncnc2[nH]1,-2.706,0,1
S=c1nc2nccnc2c[nH]1,-2.629,1,2
S=c1nc[nH]c2nccnc12,-2.646,0,1
[O-][N+](=O)C(Cl)(Cl)Cl,-2,1,2
[O-][N+](=O)OCC(CO[N+]([O-])=O)O[N+]([O-])=O,-2.22,0,1
[O-][N+](=O)O[C@@H]1CO[C@@H]2[C@H](CO[C@H]12)O[N+]([O-])=O,-2.63,0,1
[O-][N+](=O)c1cc(cc(c1)[N+]([O-])=O)[N+]([O-])=O,-2.89,1,2
[O-][N+](=O)c1ccc(Cl)cc1,-2.92,1,2
[O-][N+](=O)c1ccc(\C=N\N2CC(=O)NC2=O)o1,-3.26,0,1
[O-][N+](=O)c1cccc(Cl)c1,-2.77,0,1
[O-][N+](=O)c1cccc(c1)[N+]([O-])=O,-2.316666667,0,1
[O-][N+](=O)c1ccccc1,-1.8,0,1
[O-][N+](=O)c1ccccc1Cl,-2.55,0,0
[O-][N+](=O)c1nccn1CC(=O)NCc1ccccc1,-2.81,1,2
c1[nH]nc2ccccc12,-2.16,0,1
c1cc2ccccc2[nH]1,-1.416666667,0,1
c1ccc(nc1)-c1ccccn1,-1.42,1,2
c1ccc2n[nH]nc2c1,-0.78,1,2
c1ccc2ncccc2c1,-1.3,0,1
c1cn(cn1)[C@H](c1ccccc1)c1ccc(cc1)-c1ccccc1,-6.27,0,1
c1cnc2c(c1)ccc1cccnc21,-1.618,1,2
c1cnc2ncncc2n1,0.0205,0,1
c1nc(cs1)-c1nc2ccccc2[nH]1,-3.484,1,2
c1nc2ccccc2o1,-1.16,0,1
c1nc2ccccc2s1,-1.5,0,1
